outcome,sbt_feature,effect,pvalue,std,z,label
Age,protozoa load,-0.01245783228259123,0.9822449124646137,0.5596095842426132,-0.02225453906147291,
Age,viral load,-0.44474229975824375,0.4202291495677003,0.5514825685424821,-0.8060237594567606,
TMB,mtDNA copy number,0.018605440796177798,0.6674311758242708,0.04328454668838858,0.42967623118578263,
TMB,5S rDNA copy number,0.04505557617273175,0.36749665367781015,0.04996743376648615,0.9011724178981013,
TMB,18S rDNA copy number,-0.03796471401892282,0.44908004046288963,0.05012945956169818,-0.7569496292747437,
TMB,28S rDNA copy number,-0.04463947712810805,0.3862341914754882,0.05148990839643941,-0.8664668616708548,
TMB,45S rDNA copy number,-0.06500029897861807,0.21265917357387554,0.052112273560461525,-1.246286659942013,
TMB,fungal load,-0.04461880753930549,0.3444514665444556,0.0471665814685004,-0.945406340256789,
TMB,microbial load,-0.03284804980658154,0.4866632419971446,0.047198292628178665,-0.6956257401119073,
TMB,protozoa load,0.029635918712326743,0.5324934912306531,0.047456668797731597,0.6242041965284459,
TMB,viral load,-0.032388722081096055,0.48623448908526634,0.046492528608770525,-0.696310355986994,
Sex,IG κ and λ infiltration,0.035670135239244304,0.6312836455069029,0.04610477293838818,0.4799208913362365,
Sex,BCR infiltration,0.06286725937261206,0.2698200563847015,0.044576635860731705,1.103477041300417,
Sex,IGH infiltration,0.05883950814407796,0.506616992365615,0.05773904567163207,0.6641145593878134,
Sex,IG λ infiltration,0.03210195799133116,0.6570468198150836,0.04621806242934401,0.4439941411423073,
Sex,T cell infiltration,-0.02216934611934324,0.8869204367171535,0.06987388311646996,-0.14220201944210023,
Sex,T cell α infiltration,-0.016730655845968355,0.8352702114113139,0.06988413319666645,-0.2079471781511503,
Sex,T cell β infiltration,-0.05243088416522056,0.10970064851550743,0.029305119247359568,-1.5995400883335436,
Sex,T cell γ infiltration,-0.0367732048509978,0.4448580662229654,0.029640838719990844,-0.7640153986152112,
Sex,IG κ and λ richness,0.03438178207521863,0.7482635675785925,0.04612272757791694,0.3209298300301142,
Sex,BCR richness,0.06151626240453634,0.35700696056915726,0.04456830895859439,0.9210832576201244,
Sex,IGH richness,0.05856561756170479,0.4723665527410149,0.05772785392407079,0.7186338473644857,
Sex,IG λ richness,0.030752999334652517,0.7945336025033196,0.04623810301866109,0.26042805770634075,
Sex,TCR richness,-0.029641031744860026,0.9048374180359391,0.06828061603373652,-0.11955279186828277,
Sex,TCR α richness,-0.02384370519314306,0.8869204367171535,0.06736083467434778,-0.14220201944210023,
Sex,TCR β richness,-0.05590171942800676,0.16202575093389116,0.03580672735182985,-1.398290828361069,
Sex,TCR γ richness,-0.03493457643500808,0.46766642700991345,0.02909734191923545,-0.7262811592550582,
Sex,IGH Shannon,-0.06374795589314454,0.6376281516217441,0.07342585658594092,-0.4710176208890183,
Sex,IG λ Shannon,0.08738039014896272,0.19988761407514188,0.05302054939240451,1.2818718221252017,
Sex,TCR α Shannon,-0.010865935147969935,0.9900498337491771,0.08662878777799032,-0.012471007284281691,
Sex,TCR β Shannon,-0.08154213364797529,0.36787944117144233,0.05960055393057969,-0.9004525966377902,
Sex,TCR γ Shannon,-0.06629767211220143,0.13398867466880615,0.03363243634691724,-1.4985566931540073,
TP53,IG κ and λ infiltration,0.05232373339601422,0.246596963941612,0.03839523739271282,1.1586546969940477,
TP53,BCR infiltration,0.019901303278561138,0.8521437889662384,0.0355419349255293,0.186383808416269,
TP53,IGH infiltration,0.04052489353938927,0.7633794943368672,0.05793736167704335,0.3010458994046087,
TP53,IG λ infiltration,0.05318506182334284,0.26447726129984317,0.03849445695499372,1.115871223086689,
TP53,T cell infiltration,0.024170391498067368,0.6838614092123592,0.028096518284194627,0.40719958114288335,
TP53,T cell α infiltration,0.02664622756597529,0.6312836455069747,0.028188033726112335,0.4799208913361355,
TP53,T cell β infiltration,0.03464126569944531,0.7046880897187775,0.04880694011423191,0.3789996958268625,
TP53,T cell γ infiltration,-0.03201523508929523,0.5168513344917157,0.02973315181634119,-0.6482065987962509,
TP53,IG κ and λ richness,0.05407620940993366,0.22763768838383447,0.03824279558061132,1.2064664482806635,
TP53,BCR richness,0.034296085660797074,0.6187833918062,0.03525220674017746,0.4975753353359966,
TP53,IGH richness,0.040111537836888506,0.7261490370737372,0.05792824337409156,0.35025272997291645,
TP53,IG λ richness,0.0542470192402255,0.2515785530597576,0.03835311479883281,1.1465236361875573,
TP53,TCR richness,0.006297316800013367,0.9607894391523581,0.026578042923877773,0.04916294750078361,
TP53,TCR α richness,0.009645391563165384,0.9231163463867029,0.026675094614553835,0.09650897474164306,
TP53,TCR β richness,0.04477566465091047,0.45840601130523606,0.05001448028038079,0.7414741309079093,
TP53,TCR γ richness,-0.04108857170530443,0.3430085174187285,0.02917078922007183,-0.9482375846354121,
TP53,IGH Shannon,0.1696227309103424,0.06266200474215422,0.07342387406173853,1.861582196264999,
TP53,IG λ Shannon,0.020181178192536883,0.9048374180360419,0.053277314947308724,0.119552791868153,
TP53,TCR α Shannon,0.015315208885027876,0.7866278610666357,0.022440192958193515,0.27069208994982275,
TP53,TCR β Shannon,-0.07144780217910289,0.4065696597406082,0.05511181347648734,-0.8299453908959775,
TP53,TCR γ Shannon,-0.05208722805343367,0.3011942119122226,0.033765444737348715,-1.0338758380066222,
EGFR,IG κ and λ infiltration,-0.07112858494975015,0.018685639337732485,0.033402298240235384,-2.351743813445093,*
EGFR,BCR infiltration,-0.06299656353802245,0.040762203978364386,0.03892676458347989,-2.0459407140539487,*
EGFR,IGH infiltration,-0.03683512025547958,0.7334469562242876,0.05056529103686389,-0.3405439165611261,
EGFR,IG λ infiltration,-0.07522855522642635,0.012400729220442885,0.04025361977917683,-2.5005309636429494,*
EGFR,T cell infiltration,-0.03614784903747206,0.7408182206817094,0.061150404170210886,-0.3307700031316727,
EGFR,T cell α infiltration,-0.0314694788435242,0.8352702114112663,0.06117258394641957,-0.20794717815121114,
EGFR,T cell β infiltration,-0.03854574951303988,0.5598983665653792,0.042586913946018344,-0.5829924740831598,
EGFR,T cell γ infiltration,-0.08553076632203406,0.06925222530934483,0.03929774772843101,-1.8167707370759694,
EGFR,IG κ and λ richness,-0.0690969047651674,0.035084354100844206,0.04021702518831501,-2.107383460496129,*
EGFR,BCR richness,-0.06460235557157888,0.08543495096731812,0.03894221661021144,-1.719986195190467,
EGFR,IGH richness,-0.037351467079054304,0.755783741455703,0.05056260697566162,-0.31102220450484314,
EGFR,IG λ richness,-0.07591185658220231,0.024972002042274788,0.040297628337614896,-2.241835560220252,*
EGFR,TCR richness,-0.03334610271793166,0.7482635675785501,0.05975527916499243,-0.3209298300301702,
EGFR,TCR α richness,-0.020734810420072754,0.9417645335842466,0.05896870377069589,-0.07305225687731043,
EGFR,TCR β richness,-0.03524160992174396,0.5379444375946721,0.043661646145584626,-0.6159243684356154,
EGFR,TCR γ richness,-0.08601004153356179,0.07280286282743531,0.039276075284795826,-1.7940645728477282,
EGFR,IGH Shannon,0.0364889769150373,0.8352702114112663,0.06429582231520141,0.20794717815121114,
EGFR,IG λ Shannon,-0.13551210691704346,0.026252343965686875,0.05077040260744252,-2.222458376752245,*
EGFR,TCR α Shannon,-0.030854796944990215,0.923116346386598,0.07582333652990819,-0.09650897474177517,
EGFR,TCR β Shannon,-0.05748803874376523,0.4723665527410149,0.04811086618725826,-0.7186338473644857,
EGFR,TCR γ Shannon,-0.04978394368572776,0.4231620823177431,0.03972410028123336,-0.8009474264937747,
KRAS,IG κ and λ infiltration,0.020491846016843472,0.8352702114112188,0.03643312238238441,0.20794717815127203,
KRAS,BCR infiltration,-0.0057701840546255725,0.9801986733066617,0.04242607609791196,-0.024819830715464453,
KRAS,IGH infiltration,-0.0774518888689269,0.2592402606458857,0.05481629671243968,-1.1281886396217873,
KRAS,IG λ infiltration,0.021017550484584736,0.8187307530779446,0.036523034027848615,0.22917776575560428,
KRAS,T cell infiltration,-0.052488178620734655,0.24171401689701888,0.06628424576274257,-1.1707133509258727,
KRAS,T cell α infiltration,-0.050761623158496874,0.22537265553943664,0.06629324757026965,-1.2123650964259642,
KRAS,T cell β infiltration,-0.056520512300125315,0.10539922456186435,0.02784404094443746,-1.6192233090077486,
KRAS,T cell γ infiltration,0.08503955136942923,0.13002871087841594,0.042692038020304905,1.5139886788079249,
KRAS,IG κ and λ richness,0.00804993100310368,0.9607894391522489,0.04383908146284426,0.0491629475009207,
KRAS,BCR richness,-0.005214532554420646,0.9801986733066617,0.042402568146235074,-0.024819830715464453,
KRAS,IGH richness,-0.07722075902288145,0.269820056384671,0.05481407867241821,-1.1034770413004877,
KRAS,IG λ richness,0.010615343386817161,0.941764533584193,0.043944768557849415,0.07305225687737782,
KRAS,TCR richness,-0.07366780783289206,0.3906278353584999,0.06481110141132988,-0.8584793372133567,
KRAS,TCR α richness,-0.07714208779775192,0.4025242240336031,0.06394184345027616,-0.8371215931446655,
KRAS,TCR β richness,-0.0809126812302064,0.04831563812606632,0.03397142090648795,-1.9745816943461107,*
KRAS,TCR γ richness,0.08650317468769522,0.04929167876045981,0.042612908138209116,1.9660600126385603,*
KRAS,IGH Shannon,-0.06992837419835486,0.6312836455069029,0.07344133278970015,-0.4799208913362365,
KRAS,IG λ Shannon,0.053073035307196745,0.571209063848781,0.050446820470837796,0.5662717464318134,
KRAS,TCR α Shannon,0.030265740733245807,0.7633794943367803,0.08228640403237336,0.3010458994047227,
KRAS,TCR β Shannon,-0.03386249019831084,0.8352702114112188,0.056691122932682164,-0.207947178151272,
KRAS,TCR γ Shannon,-0.01887461566715943,0.7945336025033196,0.043155063346960565,-0.26042805770634075,
LYMPH,IG κ and λ infiltration,0.31871855496653095,7.505107646466058e-14,0.043540875265880706,7.478718082685777,***
LYMPH,BCR infiltration,0.32154182087109984,1.1102230246251565e-16,0.04177330551939412,8.292361075813597,***
LYMPH,IGH infiltration,0.4218791897286703,1.0769163338864018e-13,0.054567302461901744,7.431108124589683,***
LYMPH,IG λ infiltration,0.32283936805094543,4.04121180963557e-14,0.04361064515255291,7.559661006410948,***
LYMPH,T cell infiltration,0.22121224431645092,0.0006755387751938846,0.06790312555082556,3.3993189931119523,***
LYMPH,T cell α infiltration,0.21405445751405802,0.0014884797230594327,0.06798640143109395,3.1769202276610997,***
LYMPH,T cell β infiltration,0.047128485149360626,0.15881742610691563,0.047634871453821746,1.4090600039474968,
LYMPH,T cell γ infiltration,0.09576083540058644,0.003482516898211774,0.04385998556252037,2.9215881692416024,***
LYMPH,IG κ and λ richness,0.31634869953822264,9.2148511043888e-15,0.04343219429352593,7.749646778126553,***
LYMPH,BCR richness,0.3209246208329021,0.0,0.04149433887345491,inf,***
LYMPH,IGH richness,0.420989310650957,6.59472476627343e-14,0.05452812421507674,7.495696457259355,***
LYMPH,IG λ richness,0.32041917985835267,5.10702591327572e-15,0.04350586869490669,7.824247466748735,***
LYMPH,TCR richness,0.24937055046999157,6.347719730959156e-07,0.0657702877255922,4.980326169159827,***
LYMPH,TCR α richness,0.23269461865145696,1.608835391575525e-06,0.06496212655613647,4.79721916703362,***
LYMPH,TCR β richness,0.04900004770399296,0.3828928859750981,0.04889449617813963,0.8725784589510652,
LYMPH,TCR γ richness,0.09664545695197724,0.0013070272438363562,0.04377843018544632,3.214432316615296,***
LYMPH,IGH Shannon,0.44923214574970904,2.727173820105122e-09,0.07397007396002683,5.947230423446411,***
LYMPH,IG λ Shannon,0.3751985882032847,4.565081646035196e-11,0.05544361931675345,6.58447088677676,***
LYMPH,TCR α Shannon,0.2826140594406113,3.8687268166581745e-05,0.08386955833796687,4.115182804533326,***
LYMPH,TCR β Shannon,0.07768299578578973,0.3867410234544836,0.05845333204651278,0.8655426390062344,
LYMPH,TCR γ Shannon,0.17215653992844204,0.00036340232649501036,0.044108100107622575,3.5653273484784345,***
PLEURA,IG κ and λ infiltration,-0.04556911962211884,0.21438110142697353,0.031726865752246494,-1.2416083446925998,
PLEURA,BCR infiltration,-0.05500506297161122,0.10435048475476594,0.029296027157238832,-1.6241186668721386,
PLEURA,IGH infiltration,-0.1398122304901354,0.010462058943426777,0.04762356384283179,-2.5601712697823635,*
PLEURA,IG λ infiltration,-0.04542023127214592,0.2276376883838086,0.03180838412592472,-1.2064664482807306,
PLEURA,T cell infiltration,-0.09045542070645887,0.289384217939048,0.05783521749009093,-1.059473442335501,
PLEURA,T cell α infiltration,-0.09606110691360872,0.23692775868212224,0.0578328787346814,-1.1827007706468993,
PLEURA,T cell β infiltration,0.027819220900956117,0.5168513344916863,0.04032197044686358,0.6482065987962964,
PLEURA,T cell γ infiltration,0.04586071974039748,0.40656965974058523,0.037295345080492676,0.8299453908960183,
PLEURA,IG κ and λ richness,-0.0806233170873604,0.022595601851121416,0.03151382029832284,-2.280203837534311,*
PLEURA,BCR richness,-0.09085450574864366,0.0044271466478313926,0.02895269224131201,-2.8460052391978437,***
PLEURA,IGH richness,-0.14012335070477874,0.011108996538242266,0.04762256854715711,-2.5392513972634996,*
PLEURA,IG λ richness,-0.08074373890520273,0.023992835836708748,0.031603108371827705,-2.2572439454343103,*
PLEURA,TCR richness,-0.05448717804123684,0.2592402606458857,0.056507155140315235,-1.1281886396217873,
PLEURA,TCR α richness,-0.06040511377996112,0.3072787386011292,0.05575921114665876,-1.0209487119682517,
PLEURA,TCR β richness,0.02398787029917437,0.5272924240430557,0.041342389080206224,0.6321445540237758,
PLEURA,TCR γ richness,0.045817801088363315,0.3642189795715267,0.03726697991150627,0.9073552239917495,
PLEURA,IGH Shannon,-0.15846977373928886,0.028438824714184463,0.06381420879785904,-2.191179234087568,*
PLEURA,IG λ Shannon,-0.1349606696421702,0.0019892452172650676,0.047917936698404315,-3.091833304870421,***
PLEURA,TCR α Shannon,-0.15749729511342864,0.002429669595024664,0.07126017693156952,-3.031965515199047,***
PLEURA,TCR β Shannon,0.017231688599465975,0.9231163463866505,0.04559530428650157,0.09650897474170904,
PLEURA,TCR γ Shannon,0.050995021980673946,0.13133552114848923,0.027876682613241353,1.5088562544144042,
BRAIN,IG κ and λ infiltration,-0.07228497998420881,0.04328279790196521,0.028946339534118223,-2.0209707034004234,*
BRAIN,BCR infiltration,-0.07049872751852472,0.04158565512117285,0.02801554761147035,-2.0376429330759214,*
BRAIN,IGH infiltration,-0.03702471753897328,0.5827482523739778,0.03638031363543197,-0.5493748173526289,
BRAIN,IG λ infiltration,-0.07159458038310618,0.04642115485743159,0.029018515434145343,-1.9915436183618758,*
BRAIN,T cell infiltration,-0.0236593816153879,0.8436648165963703,0.044015697846532975,-0.19720794103679895,
BRAIN,T cell α infiltration,-0.020707244679774143,0.8269591339433642,0.044024550270696475,-0.2186032332565331,
BRAIN,T cell β infiltration,0.03807117398107367,0.45384479528234656,0.03064077158137591,0.74902059017112,
BRAIN,T cell γ infiltration,-0.08961078415460197,0.006345559512909049,0.028196247475880704,-2.7293693119725315,**
BRAIN,IG κ and λ richness,-0.0718686181352605,0.04200359790344488,0.028950276888033494,-2.033484500701914,*
BRAIN,BCR richness,-0.06976662243610714,0.03688316740123965,0.027995877561920054,-2.08705495301149,*
BRAIN,IGH richness,-0.03556018479226921,0.48675225595997196,0.03636853111267513,-0.6954836469713411,
BRAIN,IG λ richness,-0.07116298231746596,0.04550195440462146,0.029023470163659384,-1.9999843447718464,*
BRAIN,TCR richness,-0.05177314218225283,0.1636541368027037,0.042921618004777055,-1.3928864292644827,
BRAIN,TCR α richness,-0.04773607865566404,0.18637397603940864,0.04235134559887501,-1.3213821461897433,
BRAIN,TCR β richness,0.042776502613162515,0.38289288597510895,0.0314088805604265,0.8725784589510452,
BRAIN,TCR γ richness,-0.0895362659656567,0.006282420140801159,0.02817863538201636,-2.732664967182087,**
BRAIN,IGH Shannon,-0.054153571702861544,0.45840601130522285,0.0486719675392776,-0.7414741309079311,
BRAIN,IG λ Shannon,-0.06457928295423024,0.21013607120076427,0.03663455669046242,-1.2531913664514818,
BRAIN,TCR α Shannon,-0.043604193594470354,0.00759701402757762,0.014012753631192365,-2.669474063366929,**
BRAIN,TCR β Shannon,0.02056974257119549,0.8269591339433642,0.03758534337229616,0.21860323325653314,
BRAIN,TCR γ Shannon,-0.05060724915156989,0.1636541368027037,0.028554548303508984,-1.3928864292644827,
Age,IG κ and λ infiltration,-2.258556182945986,0.06720551273976194,1.0408663761272094,-1.8302971807081072,
Age,BCR infiltration,-2.8253269525544145,0.01831563888873422,1.0058124889655966,-2.3591745411622598,*
Age,IGH infiltration,-1.9085271532812973,0.3011942119122569,1.3062592873288723,-1.0338758380065485,
Age,IG λ infiltration,-2.3330036040410045,0.060810062625234584,1.0431452714162543,-1.8748739788852773,
Age,T cell infiltration,-4.1084824483343345,0.01657267540176277,1.5738535379664562,-2.3960534062752927,*
Age,T cell α infiltration,-4.16398988441537,0.013568559012204662,1.5738295405881162,-2.468486974533162,*
Age,T cell β infiltration,1.3779998878665127,0.44932896411734424,1.101074351247121,0.7565342189498631,
Age,T cell γ infiltration,-0.40677715642261214,0.9048374180360419,1.0196860123702804,-0.119552791868153,
Age,IG κ and λ richness,-2.2312146144545784,0.04978706836786395,1.040623105764113,-1.9617888842145237,*
Age,BCR richness,-2.812792482774193,0.01831563888873422,1.0052622065139938,-2.3591745411622598,*
Age,IGH richness,-1.9196398421792675,0.24659696394169617,1.305853508320881,-1.1586546969938418,
Age,IG λ richness,-2.3055221934521066,0.045049202393561916,1.0429448091463767,-2.004194753261115,*
Age,TCR richness,-3.371310209388841,0.08208499862389884,1.5411328070833814,-1.738714475016693,
Age,TCR α richness,-3.4071933990610153,0.060810062625234584,1.519844216249212,-1.8748739788852773,
Age,TCR β richness,1.5255756889400112,0.36787944117144233,1.1286761591360455,0.9004525966377901,
Age,TCR γ richness,-0.43781567314650305,0.8187307530781308,1.0188922510813887,-0.2291777657553647,
Age,IGH Shannon,3.2801001521232664,0.1353352832366127,1.6590939791948647,1.4933894106572594,
Age,IG λ Shannon,-3.090447710512355,0.027323722447295085,1.3131313161465132,-2.2068617064949603,*
Age,TCR α Shannon,-4.876472280177995,0.03688316740125008,1.953062941592421,-2.087054953011375,*
Age,TCR β Shannon,-0.4609140205826958,0.9048374180360419,1.3509182871177006,-0.119552791868153,
Age,TCR γ Shannon,2.036581242082447,0.012277339903072892,0.7591619755531116,2.504070985667724,*
TMB,IG κ and λ infiltration,-0.03613259843599049,0.9048374180360419,0.08820955827757428,-0.119552791868153,
TMB,BCR infiltration,-0.04865263134503793,0.6703200460357308,0.06866579160818284,-0.42570880396768734,
TMB,IGH infiltration,-0.19906493428096228,0.20189651799467379,0.11078740940858224,-1.2761669245554224,
TMB,IG λ infiltration,-0.03967534989806884,0.9048374180360419,0.08842265919389927,-0.119552791868153,
TMB,T cell infiltration,-0.2149783813116319,0.1353352832366127,0.13254492001129617,-1.4933894106572594,
TMB,T cell α infiltration,-0.20034775844004332,0.12245642825299308,0.13254211007671915,-1.5445447119193094,
TMB,T cell β infiltration,-0.15871640272114798,0.045049202393561916,0.09253813962281195,-2.004194753261115,*
TMB,T cell γ infiltration,-0.074424245924067,0.4965853037914998,0.08595936103737654,-0.679872329143476,
TMB,IG κ and λ richness,-0.03523943607060176,0.9048374180360419,0.08821818709397447,-0.119552791868153,
TMB,BCR richness,-0.05950718997784271,0.6065306597126334,0.06778286095463036,-0.515031998812217,
TMB,IGH richness,-0.19823211373275418,0.1826835240527679,0.11077438439196907,-1.3325378145567544,
TMB,IG λ richness,-0.03878235741957205,0.9048374180360419,0.08843380732438355,-0.119552791868153,
TMB,TCR richness,-0.3030611338348125,0.04978706836786395,0.1293674974458498,-1.9617888842145235,*
TMB,TCR α richness,-0.29099783254867384,0.06081006262522071,0.1276519180817918,-1.874873978885378,
TMB,TCR β richness,-0.15844900729415745,0.10025884372280824,0.09495001550085776,-1.6436000495278473,
TMB,TCR γ richness,-0.07455933604222396,0.4493289641172421,0.08588344715221027,-0.7565342189500336,
TMB,IGH Shannon,-0.1098357835134664,0.7408182206817515,0.14991291067596615,-0.3307700031316171,
TMB,IG λ Shannon,-0.06737591834654244,0.8187307530781308,0.11190881754308465,-0.22917776575536472,
TMB,TCR α Shannon,-0.29420943814520173,0.10025884372280824,0.1641846992785222,-1.6436000495278473,
TMB,TCR β Shannon,-0.08358948694261094,0.6065306597126334,0.11404415196612308,-0.515031998812217,
TMB,TCR γ Shannon,-0.10135821509884865,0.4493289641172421,0.08672022629715766,-0.7565342189500336,
