outcome,sbt_feature,effect,pvalue,std,label,z
Sex,5S rDNA copy number,0.0018882522834631783,0.9355052277935767,0.023323029936529842,,0.08092043586064088
Sex,18S rDNA copy number,-0.005967447826572447,0.800599627752425,0.02361433471306489,,-0.2525711480915802
Sex,28S rDNA copy number,-0.0023238384602656172,0.9190002819118466,0.02284003736726919,,-0.10169309652725805
Sex,45S rDNA copy number,-0.002197685233680767,0.9246947884815524,0.023238969439058798,,-0.094521645897577
Age,viral load,0.04374405227784335,0.38014544392096383,0.04979800129003028,,0.8776283410613488
Age,fungal load,-0.006988142533238686,0.8835604149695269,0.04768943016736812,,-0.1464572760239503
Age,microbial load,0.0391261203412286,0.43478365831156796,0.05005383871505609,,0.7810320268735149
Age,mtDNA copy number,0.09064651761940308,0.10244187981807397,0.05539989355948102,,1.63312894635491
Age,5S rDNA copy number,0.0272985198054937,0.5784923288750011,0.04910129844791916,,0.555588303934256
Age,18S rDNA copy number,0.06736234120760688,0.17370587184375808,0.049444093542944365,,1.3603921166000321
Age,28S rDNA copy number,0.046903329782752856,0.32983687029648445,0.048085131278119364,,0.9744425114848083
Age,45S rDNA copy number,0.06011982784510117,0.21788470060025533,0.04872839838190951,,1.232172374121626
Leukocyte Fraction,viral load,0.0029396694004584153,0.902311959485542,0.023938020502592916,,0.1227412986818214
Leukocyte Fraction,fungal load,0.04382502711854462,0.05459915931051636,0.02274785842971355,,1.9220524424947971
Leukocyte Fraction,microbial load,0.002611331895536726,0.9136081687820317,0.024057991648339366,,0.10848854231072466
Leukocyte Fraction,mtDNA copy number,0.003357781920319332,0.8987782832289786,0.02638329918665778,,0.12720482927036333
Leukocyte Fraction,5S rDNA copy number,-0.01283573768145755,0.5848536588136879,0.023480195787514997,,-0.5463088427598831
Leukocyte Fraction,18S rDNA copy number,0.009334222592550897,0.6948328096864578,0.02377960427244615,,0.39230508121647306
Leukocyte Fraction,28S rDNA copy number,0.001676612151414696,0.9417836578481507,0.022946921669836445,,0.07302822414658837
Leukocyte Fraction,45S rDNA copy number,0.004401862312317511,0.850784472647777,0.023387462603310413,,0.18811758972693637
Stromal Fraction,viral load,0.020037515653611747,0.538942129332566,0.03258932180683785,,0.6144134814521736
Stromal Fraction,fungal load,0.032185464139414525,0.30463789406350134,0.03132027246036705,,1.0265383552305045
Stromal Fraction,microbial load,0.023035461495829735,0.48228300987563566,0.032759186298859655,,0.7026353769044069
Stromal Fraction,mtDNA copy number,-0.055549773849040474,0.12444973423126164,0.03609420492498726,,-1.5363615387503473
Stromal Fraction,5S rDNA copy number,-0.0210077848587655,0.5126316729309135,0.03206184614812956,,-0.6547454258600027
Stromal Fraction,18S rDNA copy number,-0.017725058208421806,0.5874626910966111,0.032650169677952895,,-0.5425165766701673
Stromal Fraction,28S rDNA copy number,0.013571023465150673,0.6681990280603956,0.03164277984742622,,0.4286210445028198
Stromal Fraction,45S rDNA copy number,0.002043455052494071,0.9493835011175193,0.03217341306474901,,0.06348098418964708
Intratumor Heterogeneity,viral load,-0.015917387901967506,0.7302439010715522,0.04613740495283825,,-0.34480110662741287
Intratumor Heterogeneity,fungal load,-0.08559510417533905,0.053418104868932004,0.04420693151244574,,-1.93152545216974
Intratumor Heterogeneity,microbial load,-0.034193968319157955,0.46115951622195483,0.04636317717607038,,-0.7369388841811387
Intratumor Heterogeneity,mtDNA copy number,-0.043335753348075386,0.39749045833872476,0.05117232838122991,,-0.8461116570579356
Intratumor Heterogeneity,5S rDNA copy number,-0.1362744160212356,0.0025762579624931652,0.04497578564041732,**,-3.0142377912554954
Intratumor Heterogeneity,18S rDNA copy number,-0.13721521308790888,0.002878146662724996,0.04580428829005576,**,-2.9804612319479835
Intratumor Heterogeneity,28S rDNA copy number,-0.1828532840297725,3.8609629316634404e-05,0.044019284238998896,***,-4.115646126399537
Intratumor Heterogeneity,45S rDNA copy number,-0.17153011615375532,0.0001489285705420964,0.044866986677569234,***,-3.792849257314346
TIL Regional Fraction,viral load,0.05260340356849869,0.2783082744719338,0.048464177759026665,,1.0841274928516489
TIL Regional Fraction,fungal load,0.08461611268143872,0.06648225079011126,0.04599913476874832,,1.835158212030124
TIL Regional Fraction,microbial load,0.06493962932190282,0.18287267135313195,0.048681516602555104,,1.3319620134287924
TIL Regional Fraction,mtDNA copy number,-0.08677660843296975,0.09829524065249191,0.052384613370145654,,-1.6531750601583048
TIL Regional Fraction,5S rDNA copy number,-0.021345555333135584,0.6477687529984757,0.04669127512461214,,-0.45686406687053716
TIL Regional Fraction,18S rDNA copy number,0.008040183006129124,0.8655396731752178,0.047456773201069086,,0.16932670313402925
TIL Regional Fraction,28S rDNA copy number,0.026881746581959284,0.5601728546993756,0.04610869372969387,,0.5825847785388124
TIL Regional Fraction,45S rDNA copy number,0.018548289224553798,0.6922089714316895,0.04682639912536015,,0.3958591048291948
Proliferation,viral load,-0.029302828368139865,0.5690970777977578,0.0514261790156339,,-0.5693817815055245
Proliferation,fungal load,-0.05793207872890496,0.24010693789440804,0.04925002327551668,,-1.174719543395835
Proliferation,microbial load,-0.03442835935564567,0.5085161934970441,0.05203160498515415,,-0.661149889674209
Proliferation,mtDNA copy number,0.015391134049406313,0.781104239313375,0.05535427652930834,,0.27788030986486123
Proliferation,5S rDNA copy number,-0.052895332748929574,0.282875236031171,0.04919683467221408,,-1.0738827490218397
Proliferation,18S rDNA copy number,-0.13113315924478244,0.007880319899717424,0.04912854861732097,**,-2.657155013372119
Proliferation,28S rDNA copy number,-0.1362514827190996,0.004277803726069088,0.04744753589510146,**,-2.8569150043451876
Proliferation,45S rDNA copy number,-0.13449828585536036,0.005477772826350488,0.048188176838274484,**,-2.7775065960131617
Wound Healing,viral load,-0.06921676341944666,0.17765560373128067,0.05126651402688942,,-1.34800863993527
Wound Healing,fungal load,-0.08790664041234252,0.0739526500033889,0.04907951683875479,,-1.7869062016778527
Wound Healing,microbial load,-0.08148169315511848,0.11670090347005475,0.05183922646983416,,-1.568772735491162
Wound Healing,mtDNA copy number,0.07001931857581267,0.20512983744170935,0.05518023325603617,,1.2670711857699177
Wound Healing,5S rDNA copy number,-0.09147335526498473,0.06257814845758682,0.048998992219887925,,-1.8621769774310981
Wound Healing,18S rDNA copy number,-0.11761255339879324,0.017089099286863047,0.049133464532983416,*,-2.3847851320563076
Wound Healing,28S rDNA copy number,-0.14785970298327816,0.001887625267568335,0.04730017993681893,**,-3.107366019984082
Wound Healing,45S rDNA copy number,-0.13876729109393984,0.004096530519332622,0.04809060991492675,**,-2.8706312816860855
Macrophage Regulation,viral load,-0.06955164868247812,0.025028645787294766,0.0309320211964676,*,-2.24096031408219
Macrophage Regulation,fungal load,-0.07182554943679317,0.015747399813963725,0.029631286974359104,*,-2.4147179203712508
Macrophage Regulation,microbial load,-0.08394026621303154,0.007451748738219954,0.031225256406243077,**,-2.6759512317398215
Macrophage Regulation,mtDNA copy number,0.0514682054170164,0.12385991007010963,0.033384576418522736,,1.5387722363612935
Macrophage Regulation,5S rDNA copy number,-0.009647541672396266,0.7461370279749362,0.029782127837509092,,-0.32373716928059
Macrophage Regulation,18S rDNA copy number,0.06001757538170578,0.044655431685233477,0.029806820237994417,*,2.00788576979574
Macrophage Regulation,28S rDNA copy number,0.03234749088173389,0.26382237091361105,0.028912425950010888,,1.1174022561710162
Macrophage Regulation,45S rDNA copy number,0.0414987610909964,0.1577185452018522,0.029324478583624206,,1.4127863763217041
Lymphocyte Infiltration Signature Score,viral load,-0.0009606777418794156,0.9778181688202667,0.03453197023090877,,-0.027804384713647108
Lymphocyte Infiltration Signature Score,fungal load,0.06164741243307093,0.06225325060558291,0.03298122105949565,,1.8644876763367124
Lymphocyte Infiltration Signature Score,microbial load,0.005633498114038602,0.871989390713998,0.03494193813467164,,0.16113205900514066
Lymphocyte Infiltration Signature Score,mtDNA copy number,-0.011580098526885012,0.7554388807662713,0.037155350257957964,,-0.3114758744222354
Lymphocyte Infiltration Signature Score,5S rDNA copy number,0.03064796436542145,0.3540262036058761,0.03303391710260871,,0.9268080519377159
Lymphocyte Infiltration Signature Score,18S rDNA copy number,0.07882902644408346,0.01741779869493557,0.033029185349041396,*,2.377767619913275
Lymphocyte Infiltration Signature Score,28S rDNA copy number,0.07375236986081436,0.021439867259728705,0.031951398070576856,*,2.3001474598273295
Lymphocyte Infiltration Signature Score,45S rDNA copy number,0.07593511233168948,0.019638131673171202,0.032428334681794235,*,2.3331908345732875
IFN-gamma Response,viral load,0.028145784270502287,0.5521977355477046,0.047310171519764695,,0.5944700989785994
IFN-gamma Response,fungal load,-0.08724038264261194,0.05418341306032251,0.045191751887024734,,-1.9253673835774663
IFN-gamma Response,microbial load,0.013024004206481988,0.7857729774116781,0.047888181363452284,,0.2718036774925127
IFN-gamma Response,mtDNA copy number,0.00841862250502648,0.8687801164222116,0.05092838732135196,,0.1652081934764118
IFN-gamma Response,5S rDNA copy number,-0.002062020773459494,0.9637290801773174,0.045319120236993145,,-0.0454745247673283
IFN-gamma Response,18S rDNA copy number,0.007055814989363008,0.8769826342828346,0.045555463874024364,,0.15479537905184607
IFN-gamma Response,28S rDNA copy number,-0.021560242205689056,0.6246881838064937,0.04404038918851156,,-0.48921684665475723
IFN-gamma Response,45S rDNA copy number,-0.0055160703243807025,0.9018806146832145,0.0447166633310855,,-0.12328601509714368
TGF-beta Response,viral load,-0.02787749485137722,0.5289310254605285,0.044240810576889944,,-0.6296386571524427
TGF-beta Response,fungal load,0.03324017867794926,0.43356749421282315,0.04240853543348867,,0.7831015275685043
TGF-beta Response,microbial load,-0.015518773006027511,0.7290948556198116,0.04478116935244679,,-0.3463298265601892
TGF-beta Response,mtDNA copy number,-0.08252705734400595,0.08279547915986267,0.04746781503169592,,-1.7346914069229673
TGF-beta Response,5S rDNA copy number,-0.0085479934187721,0.8402408135551234,0.04237914619736698,,-0.2015854594341211
TGF-beta Response,18S rDNA copy number,-0.02281226455527231,0.5924796484496515,0.04258947511173343,,-0.5352461634719305
TGF-beta Response,28S rDNA copy number,-0.020444150047547502,0.6198562956213787,0.04118483796121829,,-0.4960540240412609
TGF-beta Response,45S rDNA copy number,-0.020105332865693902,0.6308208722812624,0.04180747642121152,,-0.48057178532133116
SNV Neoantigens,viral load,0.08148164313622852,0.0947727754623077,0.04867617694511289,,1.670741360733595
SNV Neoantigens,fungal load,0.06241386156466927,0.17480269158439304,0.045930154682857355,,1.3569323977009455
SNV Neoantigens,microbial load,0.08761096116900333,0.07369840272450709,0.048882148459489856,,1.788481221065589
SNV Neoantigens,mtDNA copy number,-0.0803263072259707,0.13212956014658075,0.053257918745344676,,-1.505757021014149
SNV Neoantigens,5S rDNA copy number,0.024284378150853828,0.6106977541341638,0.04767230044998757,,0.5090777113533239
SNV Neoantigens,18S rDNA copy number,-0.1523875725374147,0.0015172607485777181,0.047782390502863,**,-3.1713617391777342
SNV Neoantigens,28S rDNA copy number,-0.10654521043011039,0.021538102747647614,0.04620855262218967,*,-2.298416369021181
SNV Neoantigens,45S rDNA copy number,-0.12200010329802169,0.009848980654029294,0.04708371360481408,**,-2.5810868292438913
Indel Neoantigens,viral load,0.044784146350836426,0.37059832614454835,0.04996933323858693,,0.8953531694556673
Indel Neoantigens,fungal load,0.0792780470667154,0.09911085972602098,0.04797380999874344,,1.6491795327731538
Indel Neoantigens,microbial load,0.05552184748270869,0.2693849175307237,0.05020888501162237,,1.104480131674711
Indel Neoantigens,mtDNA copy number,-0.05595021890302174,0.3100894137331824,0.05506054351495306,,-1.01503443391739
Indel Neoantigens,5S rDNA copy number,0.024182502026751637,0.6328006027962316,0.0505795268750648,,0.47778870265460766
Indel Neoantigens,18S rDNA copy number,-0.08172474635182449,0.10842455242224634,0.05080967510459893,,-1.605314760516061
Indel Neoantigens,28S rDNA copy number,-0.035904582650735734,0.46685754011957126,0.049305387812023045,,-0.7276015359389331
Indel Neoantigens,45S rDNA copy number,-0.04906443972356693,0.32950075719907523,0.05026284761823259,,-0.9751199632037735
Silent Mutation Rate,viral load,0.0918351186179733,0.05369406711022834,0.047488821526730285,,1.929296475020255
Silent Mutation Rate,fungal load,0.07788907825366977,0.084816426529979,0.04510603706369165,,1.7233988290136846
Silent Mutation Rate,microbial load,0.10057494296752112,0.03546997622731499,0.047696977527794435,*,2.1029518783374805
Silent Mutation Rate,mtDNA copy number,-0.08669932531450708,0.09797230825719125,0.05229660546150237,,-1.6547643492146322
Silent Mutation Rate,5S rDNA copy number,0.01731938171455697,0.7091697490315141,0.046409989124874346,,0.3729713745649784
Silent Mutation Rate,18S rDNA copy number,-0.15527937505018446,0.000899021949624572,0.04648707151288858,**,-3.3203576467931466
Silent Mutation Rate,28S rDNA copy number,-0.10095397210456646,0.02606054835943088,0.045232361725415504,*,-2.2253083042331916
Silent Mutation Rate,45S rDNA copy number,-0.11908602063741802,0.009819384470513273,0.0459440117502432,**,-2.582125588050249
Nonsilent Mutation Rate,viral load,0.08374139769698682,0.07945408886921995,0.047650309892644994,,1.7538623931582684
Nonsilent Mutation Rate,fungal load,0.05912235060556247,0.19232174240646494,0.04528748631425729,,1.3037414770350122
Nonsilent Mutation Rate,microbial load,0.09046263097059176,0.05936251494737395,0.04786968530272322,,1.885498884220151
Nonsilent Mutation Rate,mtDNA copy number,-0.08217378434250491,0.11785287736824493,0.05245602377547805,,-1.563849666187899
Nonsilent Mutation Rate,5S rDNA copy number,0.016832252364078194,0.7177384203145991,0.04653832773989694,,0.3614829876763531
Nonsilent Mutation Rate,18S rDNA copy number,-0.1471984231469315,0.0017064542494409217,0.0466700534275369,**,-3.137069923299678
Nonsilent Mutation Rate,28S rDNA copy number,-0.10276028637492257,0.0238792502511969,0.04535024568090381,*,-2.259066473513046
Nonsilent Mutation Rate,45S rDNA copy number,-0.11689112809690425,0.011497130322229144,0.04608351325539598,*,-2.5272143656028527
Number of Segments,viral load,0.037821147838626584,0.4096567513584992,0.045833288311364906,,0.8244978245829987
Number of Segments,fungal load,0.014106455765889384,0.7467279894375711,0.043655020439947276,,0.322956759756075
Number of Segments,microbial load,0.04672846956905326,0.3105695182394392,0.046035403073924674,,1.0140277350449591
Number of Segments,mtDNA copy number,0.0048026301694667,0.924109744129377,0.05039159414086774,,0.09525819881543279
Number of Segments,5S rDNA copy number,-0.05427782203548989,0.2247368994633223,0.04465366609386036,,-1.2140283474311264
Number of Segments,18S rDNA copy number,-0.12259102539947064,0.006683767213573857,0.04501138299467051,**,-2.712202874823174
Number of Segments,28S rDNA copy number,-0.11603172973478984,0.007863022291920695,0.043479855154141975,**,-2.6578957017108733
Number of Segments,45S rDNA copy number,-0.11699868123193627,0.00846117156717365,0.04425811514905297,**,-2.633090832855145
Fraction Altered,viral load,-0.0028372877632878886,0.949492020615829,0.04476880556778647,,-0.06334470143407879
Fraction Altered,fungal load,-0.04373589411610305,0.30475609104832235,0.04257197245131887,,-1.0262874925516585
Fraction Altered,microbial load,-0.007308400294713241,0.8709950087148516,0.04498087723070703,,-0.16239474510266624
Fraction Altered,mtDNA copy number,0.005260918765995368,0.914867077603849,0.049187910150366346,,0.10690155745375585
Fraction Altered,5S rDNA copy number,-0.021140263968858868,0.6283057328383053,0.04364114986366531,,-0.4841129195258003
Fraction Altered,18S rDNA copy number,-0.14155476508793913,0.0013129517428068962,0.04380622992672216,**,-3.2131336577576106
Fraction Altered,28S rDNA copy number,-0.1531441318507874,0.0003127839747378292,0.04219077855409185,***,-3.604475480646702
Fraction Altered,45S rDNA copy number,-0.1514654508139383,0.00046271519205026197,0.042971747605352106,***,-3.501460710128672
Aneuploidy Score,viral load,0.033229488466923196,0.4938725510667543,0.04853328112784637,,0.6841625127424981
Aneuploidy Score,fungal load,0.027507090030824178,0.5545482584346831,0.0465145985187372,,0.5909584539345107
Aneuploidy Score,microbial load,0.05293054150751894,0.27806024768389687,0.048743900753581045,,1.0846871350893124
Aneuploidy Score,mtDNA copy number,-0.028312060839999327,0.5991037591811006,0.053821977507026754,,-0.5256897895546299
Aneuploidy Score,5S rDNA copy number,0.025496453985745838,0.5930723439208878,0.047680175264894264,,0.5343891213587059
Aneuploidy Score,18S rDNA copy number,-0.09584602019347425,0.04819698461354082,0.04839310758004332,*,-1.975627473894997
Aneuploidy Score,28S rDNA copy number,-0.0785848392062375,0.09408897350116645,0.04684751881213876,,-1.6742118393206415
Aneuploidy Score,45S rDNA copy number,-0.0841683985892054,0.07799512885094312,0.0476569226633094,,-1.7624391502186305
Homologous Recombination Defects,viral load,0.05877820239058042,0.22326100549806605,0.048200803145074675,,1.217902554158969
Homologous Recombination Defects,fungal load,0.027987022234345876,0.5453148420776172,0.04624300114572966,,0.6047955631071086
Homologous Recombination Defects,microbial load,0.06100126416034815,0.20851544085811355,0.0484400937822845,,1.2576580744070627
Homologous Recombination Defects,mtDNA copy number,-0.06508811361660341,0.22384797730874745,0.05344302786389437,,-1.2163595722720877
Homologous Recombination Defects,5S rDNA copy number,-0.04827953879922261,0.3085717154333134,0.04736628669422694,,-1.0182235810312854
Homologous Recombination Defects,18S rDNA copy number,-0.1915438695824795,6.449370120734378e-05,0.047523379902522485,***,-3.9957355288940892
Homologous Recombination Defects,28S rDNA copy number,-0.12925348763832284,0.00549080383515159,0.04634236385005615,**,-2.776734335430042
Homologous Recombination Defects,45S rDNA copy number,-0.1529444127816424,0.0012233141776209927,0.04702586515104412,**,-3.2333877081472613
BCR Evenness,viral load,-0.0873197981964656,0.08299600976036467,0.05025958612769875,,-1.7335609751654104
BCR Evenness,fungal load,-0.04224164221667555,0.38073713274174636,0.04814468660716997,,-0.8765389108859705
BCR Evenness,microbial load,-0.08444674742374254,0.09464390006338401,0.050419660866645115,,-1.6713938997097566
BCR Evenness,mtDNA copy number,-0.010383925135107733,0.8519368887088249,0.05560227671292577,,-0.18664766936229094
BCR Evenness,5S rDNA copy number,-0.010557497071021386,0.8316342071361882,0.04962909557109407,,-0.21260610765909846
BCR Evenness,18S rDNA copy number,0.03435835442311728,0.5049669660791504,0.05149453177303914,,0.6666950111632394
BCR Evenness,28S rDNA copy number,0.05514006092016309,0.26591818816224067,0.0495027713939906,,1.1125117332601557
BCR Evenness,45S rDNA copy number,0.050460400511703966,0.31921173365703853,0.05060370183796021,,0.9960790591435658
BCR Shannon,viral load,0.012797200259504312,0.7818435939317948,0.04618649940488902,,0.2769173188245643
BCR Shannon,fungal load,0.05064691699230805,0.2460537781278084,0.04360688688804533,,1.1599877880925527
BCR Shannon,microbial load,0.024090721765662668,0.6035229019469198,0.04635563109476424,,0.5193410931598763
BCR Shannon,mtDNA copy number,0.0020267172627978294,0.9681842703896257,0.05078598011893941,,0.03988567665568099
BCR Shannon,5S rDNA copy number,0.0859552632702316,0.054896793247091125,0.04466348536276306,,1.9196921749167402
BCR Shannon,18S rDNA copy number,0.0733736675928851,0.11550093988616865,0.046531185831239184,,1.5739416496544534
BCR Shannon,28S rDNA copy number,0.0756190118737744,0.09230555591662959,0.04482949616068078,,1.6833593064799488
BCR Shannon,45S rDNA copy number,0.07655703935010938,0.09538535460664387,0.045814432409797726,,1.6676493546985716
BCR Richness,viral load,0.0367759306883314,0.42038688484987985,0.04560164117415966,,0.8057502225723335
BCR Richness,fungal load,0.07573038764398023,0.07886824427498114,0.04300085440565463,,1.757290863715191
BCR Richness,microbial load,0.05005636209486375,0.27447631512256393,0.045751405200768876,,1.0928120834855117
BCR Richness,mtDNA copy number,0.0050845667211906545,0.9193236193285887,0.05017312820387618,,0.10128576076118599
BCR Richness,5S rDNA copy number,0.09457656882796443,0.03243287283474784,0.04408293175166687,*,2.139034519116827
BCR Richness,18S rDNA copy number,0.07214579623190744,0.11723817295975768,0.04597125749422087,,1.5664719387784432
BCR Richness,28S rDNA copy number,0.07270799508131481,0.10138400417355063,0.04429604246664898,,1.6381807013709508
BCR Richness,45S rDNA copy number,0.07359196491327293,0.1046967627473539,0.04526918534770453,,1.6224979918220603
TCR Shannon,viral load,-0.00276987932756864,0.9447636544402067,0.0399560842063004,,-0.06928388296229346
TCR Shannon,fungal load,0.07085965192868099,0.06427663435834578,0.038201827319886,,1.850256185708954
TCR Shannon,microbial load,0.002698780312677,0.9468218733669191,0.04043961641116768,,0.06669831800839031
TCR Shannon,mtDNA copy number,0.07191135625689543,0.09396994753363273,0.04284482728940076,,1.6748179927337046
TCR Shannon,5S rDNA copy number,0.01564493177380463,0.6824225722560084,0.038211621012176504,,0.4091595564686743
TCR Shannon,18S rDNA copy number,0.09323872002401073,0.015045024317826438,0.03820022618711342,*,2.4312934374027733
TCR Shannon,28S rDNA copy number,0.08404088604775291,0.023361773246270232,0.03693564218435218,*,2.267466006276128
TCR Shannon,45S rDNA copy number,0.08837133111672119,0.018836970399699924,0.03748693590484202,*,2.3487416752879913
TCR Richness,viral load,0.018521240465003985,0.6373934337499689,0.03926747973635537,,0.4713463328376159
TCR Richness,fungal load,0.08081418415890172,0.0315344361011249,0.03746520358689414,*,2.150262762697137
TCR Richness,microbial load,0.026204987397291955,0.5098155306890753,0.039725344685703746,,0.6591249570256008
TCR Richness,mtDNA copy number,0.07888061790558062,0.06163528963453357,0.04210068993913666,,1.868910339070909
TCR Richness,5S rDNA copy number,0.024545006957274153,0.514130892868691,0.03759154319255253,,0.6524190275620935
TCR Richness,18S rDNA copy number,0.09318395047972798,0.013442961921723222,0.037548742440122,*,2.4718135185438848
TCR Richness,28S rDNA copy number,0.08792724724721289,0.01588123181394695,0.036320660597285476,*,2.411633610028553
TCR Richness,45S rDNA copy number,0.09018668840472388,0.01481075029992775,0.03686406509274612,*,2.436973851866743
TCR Evenness,viral load,-0.12975890292370673,0.010032307628829852,0.05017950084051453,*,-2.574713749831985
TCR Evenness,fungal load,-0.08423221325650078,0.08133808377409016,0.048216082636700526,,-1.7429744164815855
TCR Evenness,microbial load,-0.13448727376988345,0.00833831927597608,0.05074975891160593,**,-2.63805444777538
TCR Evenness,mtDNA copy number,-0.07295307718171662,0.18057983419451434,0.054398134194523086,,-1.3389718592184483
TCR Evenness,5S rDNA copy number,-0.10389683255265253,0.030911380716593263,0.04798585317712332,*,-2.1582116413167904
TCR Evenness,18S rDNA copy number,-0.07142237119491104,0.14113228381032222,0.04844713194115515,,-1.4715875713962476
TCR Evenness,28S rDNA copy number,-0.08592570992500807,0.06683776175433581,0.046767292637185584,,-1.8327634167869253
TCR Evenness,45S rDNA copy number,-0.07513380083389698,0.1146810339999721,0.047534274871075824,,-1.5774977735482016
CTA Score,viral load,-0.013934751286450553,0.7925760557968828,0.05295787774358539,,-0.2629669462472635
CTA Score,fungal load,-0.06693712329016492,0.1855820323077756,0.050485649185540396,,-1.3237622041000225
CTA Score,microbial load,-0.025740972716764086,0.6304308824411772,0.05346418930285842,,-0.4811204670523827
CTA Score,mtDNA copy number,0.09829013973158306,0.08702773737209134,0.05730633454472552,,1.7112892091910927
CTA Score,5S rDNA copy number,0.03833460807328421,0.4550130463550247,0.05126628259872073,,0.7470836872918312
CTA Score,18S rDNA copy number,-0.01960458620169577,0.7024083460818131,0.051277439997596604,,-0.38207147937221025
CTA Score,28S rDNA copy number,-0.041950121568847414,0.39724796535721163,0.04950542303308641,,-0.8465464633219001
CTA Score,45S rDNA copy number,-0.02939310480311078,0.5592867471847945,0.050300291604800866,,-0.5839012573721404
Th1 Cells,viral load,0.02179405737403124,0.640007238206626,0.0465677396451888,,0.4676886789133442
Th1 Cells,fungal load,0.020726325298072928,0.6427345425426485,0.044650108798750775,,0.46387885571345316
Th1 Cells,microbial load,0.02046475442996066,0.6642954781954046,0.04712353034524736,,0.43399030927268895
Th1 Cells,mtDNA copy number,-0.02681515326782219,0.5928075810678614,0.05010709923874551,,-0.5347719218929293
Th1 Cells,5S rDNA copy number,-0.052295609188961326,0.24089207926590922,0.04453267031833662,,-1.1727599591960405
Th1 Cells,18S rDNA copy number,-0.022423521469280422,0.6171282307043877,0.04482246384503232,,-0.49992451365507506
Th1 Cells,28S rDNA copy number,0.010309493131141285,0.8121365852791064,0.04335160861716005,,0.23767060367647255
Th1 Cells,45S rDNA copy number,-0.0045833250410961795,0.917099930664365,0.04400850931379225,,-0.10408747462590495
Th2 Cells,viral load,0.025444484582733993,0.6196074003451522,0.0512215946465943,,0.49640683977077277
Th2 Cells,fungal load,-0.04006982857461012,0.4147821040056885,0.049089107724804015,,-0.815507096748874
Th2 Cells,microbial load,0.03539457873253809,0.49492914651095765,0.05181843476482773,,0.6824900274747314
Th2 Cells,mtDNA copy number,0.029862837225871283,0.5882134640983354,0.055115935139318145,,0.5414267636951398
Th2 Cells,5S rDNA copy number,-0.001621998144538804,0.9736403439536205,0.04906010713480312,,-0.033042941505150615
Th2 Cells,18S rDNA copy number,-0.058793730256738744,0.23309022359443252,0.049238765591742235,,-1.1924362754012507
Th2 Cells,28S rDNA copy number,-0.04994339674272824,0.29494264875999376,0.04763000453648907,,-1.0473403145177438
Th2 Cells,45S rDNA copy number,-0.050686364598624044,0.29504971039024186,0.048349289645397434,,-1.047108129326772
