outcome,sbt_feature,effect_RNA,pvalue_RNA,std_RNA,label_RNA,z_RNA,effect_WXS,pvalue_WXS,std_WXS,sqrt_chi2,label_WXS,z_WXS
TP53,microbial load,0.02269727055096054,0.32464151200244296,0.02302039121748336,,0.984964493622156,0.031587806172872865,0.19195877430142727,0.02417635296950313,,,1.3048064147021738
TP53,microbial load (0/1),-0.010370464389002793,0.8701913357397512,0.063427224228095,,-0.16341545421172765,0.08250266607265769,0.25633575055199337,0.07260101849317194,,,1.1350944408532475
KRAS,IGH Shannon,-0.02303399140347882,0.3149742306434931,0.022899361750045654,,-1.0048393124853174,,,,,,
KRAS,IGH Shannon (0/1),-0.036530145691852485,0.5421327969745897,0.05988339113753725,,-0.6095909667861569,,,,,,
KRAS,IG κ Shannon,-0.006416565983696797,0.769066080421743,0.02184282393070077,,-0.2935967226441519,,,,,,
KRAS,IG κ Shannon (0/1),-0.14514102468598372,0.013941343286898215,0.0588160035951027,*,-2.458771206051205,,,,,,
KRAS,IG λ Shannon,0.01058490476585348,0.6305730767618785,0.02199574323475827,,0.4809203952609536,,,,,,
KRAS,IG λ Shannon (0/1),-0.02989236348174964,0.6138774082237125,0.059207776121594675,,-0.5045464803254851,,,,,,
KRAS,TCR α Shannon,0.022502416607017944,0.3423271492174231,0.023674120506821186,,0.9495771584551774,0.06614033879542082,0.4065696597405852,0.05560321023205906,1.3416407864998992,,0.8299453908960183
KRAS,TCR α Shannon (0/1),0.017858119611687342,0.7661033509141819,0.059998588174050585,,0.297475708439603,,,,,,
KRAS,IG κ and λ richness,0.0024755452432133128,0.9167050494605741,0.023657849359301986,,0.1045850859817091,-0.04071791148346685,0.7788007830714049,0.059121700432451935,0.7071067811865476,,-0.28088216160550944
KRAS,IG κ and λ richness (0/1),-0.036543306788988435,0.5559171324392498,0.062008752663155274,,-0.5889167327799829,,,,,,
KRAS,BCR richness,0.0006927621576364451,0.9769308632184908,0.02394466483488429,,0.028916904750311705,-0.03666733188752312,0.7866278610665463,0.05571852133423416,0.692820323027564,,-0.2706920899499391
KRAS,BCR richness (0/1),-0.03840657773505988,0.5348781374479019,0.061844429610049614,,-0.6205767556132029,,,,,,
KRAS,IGH richness,-0.01555605465115276,0.5121361929321333,0.023713589531132367,,-0.6555150607024581,,,,,,
KRAS,IGH richness (0/1),-0.0711135126867121,0.2581174588748998,0.06281119001618447,,-1.130851834267396,,,,,,
KRAS,IG κ richness,-0.0038968681715324735,0.8690599733361037,0.02362600762287711,,-0.16485263585296095,0.059429317960681786,0.6976763260710215,0.07228345222951585,0.8485281374238731,,0.3884590859727133
KRAS,IG κ richness (0/1),-0.019371310471847848,0.7541377431653153,0.06181706576106453,,-0.31318812059637585,,,,,,
KRAS,IG λ richness,0.011264180000256386,0.6328346305313586,0.023563116066263892,,0.4777408992488871,,,,,,
KRAS,IG λ richness (0/1),-0.01904508682812859,0.7594082673902879,0.06215144614464735,,-0.30625793101660104,,,,,,
KRAS,TCR richness,-0.011138032284844512,0.6419691446988959,0.023940484466321108,,-0.4649473726400628,0.017739047304850146,0.8187307530779446,0.045174244334006214,0.6324555320337477,,0.2291777657556043
KRAS,TCR richness (0/1),-0.06505650285326009,0.2881327833373658,0.06117835057754624,,-1.0622266958875195,,,,,,
KRAS,TCR α richness,-0.01147469071149993,0.6294254548050828,0.023764905184603384,,-0.4825356849686939,0.034895617821922416,0.4916441974609472,0.037664799197622986,1.191637528781329,,0.6876960666699378
KRAS,TCR α richness (0/1),-0.06595015725705826,0.27769698791428765,0.060687063642983034,,-1.0855074001927474,,,,,,
KRAS,IG κ and λ infiltration,0.005445451327559284,0.8180023365039454,0.023651219153693108,,0.2301150937142642,-0.038008928051271394,0.8105842459701577,0.05903221751889511,0.6480740698408421,,-0.2396723832581305
KRAS,IG κ and λ infiltration (0/1),-0.0599986105423978,0.3407745144771881,0.06291987341371083,,-0.9526360315780452,,,,,,
KRAS,BCR infiltration,0.0028712425265229845,0.9046716429269794,0.023962053671805168,,0.11976205289583244,-0.03653723771825306,0.7866278610665463,0.05561424461152406,0.692820323027564,,-0.2706920899499391
KRAS,BCR infiltration (0/1),-0.0599986105423978,0.3407745144771881,0.06291987341371083,,-0.9526360315780452,,,,,,
KRAS,IGH infiltration,-0.004905168462787789,0.8340913312398942,0.02340590233237885,,-0.20945721601764755,,,,,,
KRAS,IGH infiltration (0/1),-0.004917567154151375,0.9367763922230296,0.06196280042508093,,-0.07932214551657768,,,,,,
KRAS,IG κ infiltration,-0.002250366122121294,0.9243428026652512,0.02368455340356423,,-0.0949647790874052,0.036860144962065085,0.8521437889661899,0.07094140942748266,0.5656854249492822,,0.1863838084163307
KRAS,IG κ infiltration (0/1),-0.04448628423637049,0.4788513582737978,0.06277180089624476,,-0.7081512144179258,,,,,,
KRAS,IG λ infiltration,0.0170253099293833,0.4648745881561058,0.02327703385521317,,0.7308437648205531,,,,,,
KRAS,IG λ infiltration (0/1),-0.06312668503375203,0.3092642503234196,0.062020735577296336,,-1.0167670711823018,,,,,,
KRAS,T cell infiltration,-0.029574070057393542,0.2071718885337696,0.023414550384918586,,-1.2613802277435653,0.017363358755719482,0.7710515858035296,0.04510538766409992,0.7211102550928641,,0.2909996518119737
KRAS,T cell infiltration (0/1),-0.07658918029449267,0.20979677824064216,0.06098901477475521,,-1.2541244402768408,,,,,,
KRAS,T cell α infiltration,-0.030343862604339387,0.1952769812121333,0.02339701716449953,,-1.2951253791415898,0.02727869692323007,0.6703200460356166,0.0436096719697206,0.894427190999954,,0.42570880396784416
KRAS,T cell α infiltration (0/1),-0.07658918029449267,0.20979677824064216,0.06098901477475521,,-1.2541244402768408,,,,,,
KRAS,viral load,-0.022499028702616605,0.2799772178232933,0.020802072742851327,,-1.080370520488089,0.015421836826709619,0.4873237211580375,0.022187049034713902,,,0.6945717502795701
KRAS,viral load (0/1),-0.07440455356951052,0.2012181660842512,0.05813662082673419,,-1.27808866233873,0.11640199484278835,0.07467519999302108,0.06516903215207168,,,1.7824541610844218
KRAS,fungal load,-0.02650952856991357,0.23902750375034754,0.022487271860750856,,-1.177421020917473,0.005683136364396334,0.7874479797417451,0.02106663528662813,,,0.26962602086550114
KRAS,fungal load (0/1),-0.07650802402275755,0.21710525806144346,0.06190639022651941,,-1.2342620883398507,0.01974599793460436,0.7366814305265024,0.0586915279923724,,,0.3362512208720709
KRAS,protozoa load,-0.013566116116244043,0.5644243729923437,0.02352461766118576,,-0.576282317269449,,,,,,
KRAS,protozoa load (0/1),-0.07643149034448085,0.2417262652626128,0.06520834041810368,,-1.1706828898123307,,,,,,
KRAS,microbial load,-0.030352829820975345,0.1503630622330755,0.02107068447685638,,-1.4382502497008491,0.016548934319240264,0.4583354887296016,0.022298306242438996,,,0.7415904874732899
KRAS,microbial load (0/1),-0.038788380788862487,0.5046670682042033,0.05809594115934956,,-0.6671644936541633,0.09898885470383602,0.1391477013952579,0.06682501234617777,,,1.4789723629647409
Sex,IGH Shannon,0.002487978569680097,0.920031213388356,0.024769171456922427,,0.1003944026085044,,,,,,
Sex,IGH Shannon (0/1),0.07453227459400591,0.2494829902281219,0.0646428409065458,,1.1516060595728204,,,,,,
Sex,IG κ Shannon,0.03813696121422922,0.10587112031602416,0.0235406710146662,,1.6170331736387125,,,,,,
Sex,IG κ Shannon (0/1),0.10107773696657626,0.11369568432771256,0.0637854149429738,,1.5817980325149037,,,,,,
Sex,IG λ Shannon,0.010985005033365013,0.644157975801958,0.023767728082483692,,0.4618931091621211,,,,,,
Sex,IG λ Shannon (0/1),0.06867908656172768,0.2831321214108736,0.06391729200771193,,1.0733098406211703,,,,,,
Sex,TCR α Shannon,0.010305715479220087,0.6874477401846291,0.02560034164992496,,0.4023210835032239,-0.1660636001241608,0.00615801988716902,0.054454827037790886,3.1906112267087554,**,-2.73924641902054
Sex,TCR α Shannon (0/1),-0.004068006954804009,0.9499973482712238,0.06483654390275945,,-0.06271010793328614,,,,,,
Sex,IG κ and λ richness,0.0052622041951300115,0.836988879486153,0.02556243530202496,,0.20574656951225634,-0.019697258487353327,0.9417645335842466,0.06936718943318433,0.346410161513782,,-0.07305225687731043
Sex,IG κ and λ richness (0/1),0.08480104462132862,0.20566638883619606,0.06691642808107584,,1.2655719080073284,,,,,,
Sex,BCR richness,0.00152872711167749,0.9529082434525812,0.025873106838933173,,0.059055072058423336,0.023012843099940818,0.9323938199059546,0.06358983895402033,0.3741657386773759,,0.08483342512555991
Sex,BCR richness (0/1),0.06736028462461874,0.3136403339179521,0.06678204926316393,,1.0076128993071618,,,,,,
Sex,IGH richness,-0.01303800367565917,0.611165076556198,0.025628009917819883,,-0.508411090645792,,,,,,
Sex,IGH richness (0/1),-0.013956069549795058,0.8373709064100606,0.06795652411449732,,-0.2052575521481584,,,,,,
Sex,IG κ richness,0.008252567249519857,0.7466146863818295,0.025526825329573184,,0.32310636979784674,-0.08855233014553462,0.4630130683112365,0.07284975020007166,1.240967364599071,,-0.7338944525891115
Sex,IG κ richness (0/1),0.10422910679274758,0.11842663959223533,0.06663506543313591,,1.5614117147292217,,,,,,
Sex,IG λ richness,-0.002317158945789041,0.9275396819468392,0.02546666708227233,,-0.09094073560490072,,,,,,
Sex,IG λ richness (0/1),0.010455056471304382,0.876358320224867,0.06716196084509335,,0.15558732021129554,,,,,,
Sex,TCR richness,-0.00015111403047096165,0.9953425482804432,0.025874419360215683,,-0.0058372832336258795,0.0332462528165193,0.4274149319487413,0.04867936088213639,1.3038404810405035,,0.7936230115033658
Sex,TCR richness (0/1),0.05443267872071302,0.4108912895796698,0.06613646527312386,,0.8223261641264048,,,,,,
Sex,TCR α richness,-0.0020705796394147463,0.9357816540450894,0.02568492660551373,,-0.0805728556598707,0.02366643225896594,0.8607079764250773,0.047233397977358114,0.5477225575051246,,0.1754730102664986
Sex,TCR α richness (0/1),0.05768822628250514,0.3796389860663203,0.06560227844541294,,0.8785616701798872,,,,,,
Sex,IG κ and λ infiltration,-0.0296455226521084,0.24598303277593636,0.025522088742323902,,-1.1601615636932052,0.046235672231110185,0.7710515858035734,0.06725139769665635,0.7211102550927853,,0.29099965181191645
Sex,IG κ and λ infiltration (0/1),-0.031308700476266535,0.6455950017079815,0.06803621567342333,,-0.4598902460992623,,,,,,
Sex,BCR infiltration,-0.034615716727715164,0.18107489996906428,0.0258446942536671,,-1.3374527369598417,0.06310455149861635,0.5945205479702051,0.062094752264253664,1.019803902718539,,0.532296655925876
Sex,BCR infiltration (0/1),-0.031308700476266535,0.6455950017079815,0.06803621567342333,,-0.4598902460992623,,,,,,
Sex,IGH infiltration,-0.03467425027942712,0.17019702471555284,0.025243212235627418,,-1.3715710067004492,,,,,,
Sex,IGH infiltration (0/1),-0.060605790742461724,0.3654096450274396,0.06689727858269255,,-0.9051052236747192,,,,,,
Sex,IG κ infiltration,-0.024654944255620717,0.3353787872980887,0.025567906511982038,,-0.9633362896956124,-0.09137067977646324,0.4025242240336489,0.07256254156440528,1.3490737563231805,,-0.8371215931445842
Sex,IG κ infiltration (0/1),-0.028640190786760517,0.6731314111425979,0.06785006869912905,,-0.4218542418259836,,,,,,
Sex,IG λ infiltration,-0.03007084722013988,0.23201581973406896,0.02512862018603569,,-1.195182281353331,,,,,,
Sex,IG λ infiltration (0/1),-0.005538625242466615,0.9342361497828018,0.06708682859499414,,-0.08251630908945924,,,,,,
Sex,T cell infiltration,-0.029063019763173117,0.2513710714870585,0.02530754456738842,,-1.1470255256235973,0.039140890412724234,0.34300851741870897,0.03248102489193759,1.4628738838327746,,0.9482375846354504
Sex,T cell infiltration (0/1),0.09201728697530216,0.1631023797948986,0.06587582441357469,,1.3947130772124507,,,,,,
Sex,T cell α infiltration,-0.030168147779818737,0.2334606540019369,0.0252881324776219,,-1.1914915956883338,0.0224131497101588,0.8869204367171535,0.047079423811753854,0.4898979485566449,,0.14220201944210026
Sex,T cell α infiltration (0/1),0.09201728697530216,0.1631023797948986,0.06587582441357469,,1.3947130772124507,,,,,,
Sex,viral load,0.008997424958750524,0.6894271556800773,0.022500814163626176,,0.3996325808284447,0.002729851433866532,0.9092984246455156,0.023950104572752626,,,0.11392351500165468
Sex,viral load (0/1),0.08028151980761207,0.20186794705173694,0.06281927117052928,,1.276247769590006,0.008540395203715707,0.9036770363433442,0.07053596068547653,,,0.12101767388669975
Sex,fungal load,0.02201462238270372,0.365659182109124,0.024312622275299324,,0.9046342540953384,0.047028765208198035,0.03824233079776159,0.022634971474696917,,*,2.0722478745517607
Sex,fungal load (0/1),0.0055132455838556175,0.9344491650803821,0.06699691806705149,,0.0822484265053181,0.1885376513024017,0.0028020288956124998,0.06277365266262487,,**,2.9886609359897585
Sex,protozoa load,0.0053304284913894716,0.8340382055512792,0.025426845312574758,,0.20952527639634813,,,,,,
Sex,protozoa load (0/1),-0.07050427126732113,0.3176914055829539,0.07048724996696043,,-0.9992132355239772,,,,,,
Sex,microbial load,0.002574465333687402,0.9102071251786332,0.022815981508400977,,0.1127772877736976,0.01788335619579401,0.457637769324648,0.02405894317978098,,,0.7427422098794346
Sex,microbial load (0/1),0.035512959436572594,0.5718962288431928,0.0627831307266399,,0.5652610331144114,0.003991537116802918,0.9559691519220213,0.07225809284471961,,,0.055212523403674885
Age,IGH Shannon,-0.01447757616631908,0.7748953988962127,0.050595577616943936,,-0.28597744217398824,,,,,,
Age,IGH Shannon (0/1),0.07497383891144559,0.5743276032512119,0.13338517036709194,,0.5616894798287526,,,,,,
Age,IG κ Shannon,-0.059227121552482866,0.2296385062861741,0.04923842716786845,,-1.2012905721114422,,,,,,
Age,IG κ Shannon (0/1),-0.003756447248866521,0.977533661020662,0.13331989805039576,,-0.028161101996488438,,,,,,
Age,IG λ Shannon,-0.04296874684128346,0.378904403963895,0.048786359627079307,,-0.8799167612461366,,,,,,
Age,IG λ Shannon (0/1),-0.1167775883689732,0.3786814322826189,0.13252625837776336,,-0.8803283991158821,,,,,,
Age,TCR α Shannon,0.060584880421955076,0.2492966487392335,0.05252281030882438,,1.1520594400342832,0.11560601348134733,0.6065306597126334,0.12230967213243499,1.0,,0.5150319988122171
Age,TCR α Shannon (0/1),0.15791664904977942,0.23392459429672885,0.13249686013567075,,1.1903099427667143,,,,,,
Age,IG κ and λ richness,-0.027708916910802028,0.5991583732121475,0.05268150308534158,,-0.5256112001882238,-0.02151030922043445,0.9801986733067732,0.1294136391019016,0.19999999999990906,,-0.02481983071532471
Age,IG κ and λ richness (0/1),0.02762455854445556,0.8434018353880912,0.13976224947832952,,0.19754402216185452,,,,,,
Age,BCR richness,-0.026457465768310182,0.6204109219876308,0.05338489086099072,,-0.4952680482621952,0.0389939434146142,0.9323938199059016,0.12821086187172148,0.37416573867752784,,0.08483342512562668
Age,BCR richness (0/1),0.07983616688006033,0.5668677595456231,0.13931118716159746,,0.5726705820715603,,,,,,
Age,IGH richness,-0.02285107171186769,0.6625173242765134,0.05232448184885923,,-0.4364402735216839,,,,,,
Age,IGH richness (0/1),0.05283965645647511,0.70573732292987,0.13985471977981742,,0.3775871353476509,,,,,,
